ID,Time,Date,Place,Country,Continent,Latitude,Longitude,Depth,Mag,Type
iscgem905646,1933-06-18 21:37:36.740000+00:00,1933-06-18,"110 km ESE of Ishinomaki, Japan",Japan,Asia,38.083,142.484,30.0,7.25,earthquake
official19330302173100_30,1933-03-02 17:31:00+00:00,1933-03-02,"1933 Sanriku (Sanriku-oki) Earthquake, Japan",Japan,Asia,39.209,144.59,15.0,8.4,earthquake
iscgem905405,1933-02-23 08:09:19.490000+00:00,1933-02-23,"34 km S of Iquique, Chile",Chile,South America,-20.521,-70.192,35.0,7.28,earthquake
iscgem905360,1933-01-21 19:21:14.200000+00:00,1933-01-21,"ciudad de Buenos Aires,  Argentina",Argentina,South America,-33.983,57.677,10.0,7.13,earthquake
iscgem906530,1932-12-25 02:04:30.300000+00:00,1932-12-25,"108 km WSW of Laojunmiao, China",China,Asia,39.462,96.562,15.0,7.84,earthquake
iscgem906454,1932-11-13 04:46:59.600000+00:00,1932-11-13,"88 km SSE of Kamenka, Russia",Russia,Asia,43.794,136.619,320.0,7.1,earthquake
iscgem906247,1932-06-22 12:59:30.550000+00:00,1932-06-22,"12 km NNE of La Central, Mexico",Mexico,North America,19.242,-104.383,25.0,7.7,earthquake
iscgem906234,1932-06-18 10:12:32.930000+00:00,1932-06-18,"7 km E of Los Tepames, Mexico",Mexico,North America,19.087,-103.551,15.0,7.8,earthquake
iscgem906183,1932-06-03 10:36:58.080000+00:00,1932-06-03,"4 km ENE of Tonaya, Mexico",Mexico,North America,19.795,-103.931,35.0,8.1,earthquake
iscgem906153,1932-05-21 10:10:03.680000+00:00,1932-05-21,"12 km S of Conchagua, El Salvador",El Salvador,North America,13.198,-87.862,15.0,7.09,earthquake
iscgem906146,1932-05-14 13:11:03.840000+00:00,1932-05-14,"148 km SE of Tondano, Indonesia",Indonesia,Asia,0.386,125.884,15.0,7.7,earthquake
iscgem907108,1931-11-02 10:03:04.230000+00:00,1931-11-02,"58 km ESE of Takanabe, Japan",Japan,Asia,31.884,132.043,35.0,7.93,earthquake
iscgem907065,1931-10-10 00:19:57.860000+00:00,1931-10-10,"116 km NW of Kirakira, Solomon Islands",Solomon Islands,Oceania,-9.734,161.151,15.0,7.84,earthquake
iscgem907054,1931-10-03 19:13:21.880000+00:00,1931-10-03,"108 km SW of Kirakira, Solomon Islands",Solomon Islands,Oceania,-11.118,161.195,15.0,7.83,earthquake
iscgem907033,1931-09-25 05:59:53.200000+00:00,1931-09-25,"161 km S of Bengkulu, Indonesia",Indonesia,Asia,-5.263,102.266,35.0,7.34,earthquake
iscgem906971,1931-08-27 15:27:21.770000+00:00,1931-08-27,"14 km SSE of Mach, Pakistan",Pakistan,Asia,29.745,67.391,10.0,7.2,earthquake
iscgem906951,1931-08-18 14:21:04.830000+00:00,1931-08-18,"148 km ESE of Altay, China",China,Asia,47.254,89.898,10.0,7.25,earthquake
iscgem906933,1931-08-10 21:18:45.160000+00:00,1931-08-10,"172 km SE of Altay, China",China,Asia,46.858,89.888,10.0,7.9,earthquake
iscgem906921,1931-08-07 02:11:43.720000+00:00,1931-08-07,"43 km SW of Aitape, Papua New Guinea",Papua New Guinea,Oceania,-3.366,142.031,35.0,7.08,earthquake
iscgem906785,1931-05-20 02:22:51.870000+00:00,1931-05-20,Azores-Cape St. Vincent Ridge,Azores Cape St. Vincent,Europe,37.742,-16.165,10.0,7.22,earthquake
iscgem906680,1931-03-18 08:02:24.590000+00:00,1931-03-18,"37 km S of San Antonio, Chile",Chile,South America,-33.926,-71.556,35.0,7.2,earthquake
iscgem906664,1931-03-09 03:49:00.210000+00:00,1931-03-09,"78 km E of Hachinohe, Japan",Japan,Asia,40.591,142.422,35.0,7.92,earthquake
iscgem906628,1931-02-13 01:27:26.740000+00:00,1931-02-13,"40 km E of Waiouru, New Zealand",New Zealand,Oceania,-39.421,176.129,45.0,7.3,earthquake
iscgem906621,1931-02-10 06:34:34.070000+00:00,1931-02-10,"164 km SSW of Pagar Alam, Indonesia",Indonesia,Asia,-5.356,102.594,35.0,7.02,earthquake
iscgem906607,1931-02-02 22:46:52.250000+00:00,1931-02-02,"47 km WSW of Hastings, New Zealand",New Zealand,Oceania,-39.741,176.316,35.0,7.4,earthquake
iscgem906597,1931-01-28 21:24:11.380000+00:00,1931-01-28,"265 km S of Merizo Village, Guam",Guam,Oceania,10.873,144.461,15.0,7.2,earthquake
iscgem906595,1931-01-27 20:09:20.010000+00:00,1931-01-27,"37 km S of Sarupathar, India",India,Asia,25.872,96.764,15.0,7.58,earthquake
iscgem906564,1931-01-15 01:50:48.030000+00:00,1931-01-15,"5 km SSW of San Miguel Suchixtepec, Mexico",Mexico,North America,16.049,-96.486,35.0,7.6,earthquake
iscgem907777,1930-12-03 18:51:47.210000+00:00,1930-12-03,"36 km SSW of Pyu, Myanmar",Myanmar,Asia,18.17,96.336,10.0,7.52,earthquake
iscgem907664,1930-10-24 20:15:10.690000+00:00,1930-10-24,"Pagan region, Northern Mariana Islands",Mariana Islands,Oceania,18.448,146.688,25.0,7.2,earthquake
iscgem907354,1930-05-06 22:34:27.350000+00:00,1930-05-06,"10 km SSW of Salm?s, Iran",Iran,Asia,38.108,44.727,15.0,7.1,earthquake
iscgem907352,1930-05-05 13:46:01.310000+00:00,1930-05-05,"41 km SW of Nyaunglebin, Myanmar",Myanmar,Asia,17.733,96.406,35.0,7.43,earthquake
iscgem908419,1929-12-17 10:58:41.810000+00:00,1929-12-17,"93 km NW of Attu Station, Alaska",Alaska,North America,53.439,172.202,20.0,7.86,earthquake
iscgem908394,1929-11-18 20:32:00.230000+00:00,1929-11-18,"256 km S of Saint-Pierre, Saint Pierre and Miquelon",Saint Pierre and Miquelon,North America,44.475,-55.987,10.0,7.2,earthquake
iscgem908389,1929-11-15 18:50:29.030000+00:00,1929-11-15,"State of Yap, Federated States of Micronesia",Federated States of Micronesia,Oceania,7.568,142.746,10.0,7.05,earthquake
iscgem908198,1929-07-07 21:23:17.950000+00:00,1929-07-07,"88 km WSW of Adak, Alaska",Alaska,North America,51.479,-177.746,35.0,7.33,earthquake
iscgem908189,1929-07-05 14:19:09.620000+00:00,1929-07-05,"114 km WSW of Adak, Alaska",Alaska,North America,51.459,-178.153,35.0,7.01,earthquake
iscgem908171,1929-06-27 12:47:13.930000+00:00,1929-06-27,South Sandwich Islands region,South Sandwich Islands,Antarctica,-55.373,-29.345,15.0,8.1,earthquake
iscgem908150,1929-06-16 22:47:34.110000+00:00,1929-06-16,"68 km S of Wakefield, New Zealand",New Zealand,Oceania,-42.001,173.208,20.0,7.3,earthquake
iscgem908140,1929-06-13 09:24:43.560000+00:00,1929-06-13,"5 km ESE of Veruela, Philippines",Philippines,Asia,8.053,126.0,35.0,7.21,earthquake
iscgem908101,1929-05-26 22:40:08.400000+00:00,1929-05-26,"262 km W of Port McNeill, Canada",Canada,North America,51.103,-130.722,15.0,7.48,earthquake
iscgem908052,1929-05-01 15:37:36.290000+00:00,1929-05-01,"40 km SSE of Baharly, Turkmenistan",Turkmenistan,Asia,38.107,57.642,10.0,7.2,earthquake
iscgem907930,1929-03-07 01:34:42.430000+00:00,1929-03-07,"234 km SSW of Nikolski, Alaska",Alaska,North America,50.906,-169.786,15.0,7.8,earthquake
iscgem907911,1929-02-22 20:41:50.500000+00:00,1929-02-22,"northern region of South America, in the coastal zone of Venezuela",Venezuela,South America,10.657,-42.016,10.0,7.04,earthquake
iscgem907874,1929-01-24 20:36:44.010000+00:00,1929-01-24,off the coast of Central America,Central America,North America,12.944,-90.697,15.0,7.03,earthquake
iscgem909023,1928-12-19 11:37:19.400000+00:00,1928-12-19,"10 km ESE of Basak, Philippines",Philippines,Asia,6.707,124.245,25.0,7.42,earthquake
iscgem908989,1928-12-02 04:20:26.070000+00:00,1928-12-02,"47 km NW of Cauquenes, Chile",Chile,South America,-35.712,-72.74,30.0,7.23,earthquake
iscgem908986,1928-12-01 04:06:17.600000+00:00,1928-12-01,"30 km NNE of Constitución, Chile",Chile,South America,-35.084,-72.267,35.0,7.7,earthquake
iscgem908971,1928-11-20 20:35:12.480000+00:00,1928-11-20,"64 km NNE of Antofagasta, Chile",Chile,South America,-23.157,-70.057,45.0,7.03,earthquake
iscgem908920,1928-10-09 03:01:14.730000+00:00,1928-10-09,"6 km WSW of San Miguel Panixtlahuaca, Mexico",Mexico,North America,16.233,-97.434,25.0,7.51,earthquake
iscgem908823,1928-08-04 18:26:18.110000+00:00,1928-08-04,"40 km S of Corralero, Mexico",Mexico,North America,15.877,-98.229,20.0,7.36,earthquake
iscgem908792,1928-07-18 19:05:09.260000+00:00,1928-07-18,"15 km SSW of Huabal, Peru",Peru,South America,-5.732,-78.982,35.0,7.09,earthquake
iscgem908762,1928-06-29 22:49:42.170000+00:00,1928-06-29,Vanuatu region,Vanuatu,Oceania,-15.833,170.902,15.0,7.07,earthquake
iscgem908744,1928-06-17 03:19:32.370000+00:00,1928-06-17,"15 km ESE of San Gabriel Mixtepec, Mexico",Mexico,North America,16.065,-96.944,20.0,7.99,earthquake
iscgem908698,1928-05-27 09:50:28.770000+00:00,1928-05-27,"79 km ENE of Miyako, Japan",Japan,Asia,39.875,142.822,35.0,7.34,earthquake
iscgem908668,1928-05-14 22:14:48.040000+00:00,1928-05-14,"23 km N of Bellavista, Peru",Peru,South America,-5.449,-78.658,10.0,7.28,earthquake
iscgem908608,1928-04-18 19:22:56.900000+00:00,1928-04-18,"3 km W of Brezovo, Bulgaria",Bulgaria,Europe,42.351,25.044,10.0,7.1,earthquake
iscgem908596,1928-04-14 09:00:00.020000+00:00,1928-04-14,"9 km S of Stara Zagora, Bulgaria",Bulgaria,Europe,42.351,25.641,10.0,7.1,earthquake
iscgem908552,1928-03-22 04:17:04.590000+00:00,1928-03-22,"8 km ENE of Santiago Xanica, Mexico",Mexico,North America,16.037,-96.155,15.0,7.44,earthquake
iscgem908538,1928-03-16 05:01:05.850000+00:00,1928-03-16,"274 km ESE of Tadine, New Caledonia",New Caledonia,Oceania,-22.36,170.395,10.0,7.56,earthquake
iscgem908528,1928-03-09 18:05:30.760000+00:00,1928-03-09,South Indian Ocean,Indian Ocean,Indian Ocean,-2.347,88.463,15.0,7.7,earthquake
iscgem16960058,1927-12-28 18:20:32.020000+00:00,1927-12-28,"83 km SSE of Atlasovo, Russia",Russia,Asia,54.969,160.343,15.0,7.19,earthquake
iscgem909648,1927-11-21 23:12:33.660000+00:00,1927-11-21,"12 km S of Puerto Cisnes, Chile",Chile,South America,-44.861,-72.686,15.0,7.04,earthquake
iscgem909582,1927-10-24 15:59:56.250000+00:00,1927-10-24,"31 km SSW of Pelican, Alaska",Alaska,North America,57.711,-136.485,10.0,7.24,earthquake
iscgem909456,1927-08-18 19:27:55.750000+00:00,1927-08-18,"125 km ESE of Katsuura, Japan",Japan,Asia,34.552,141.489,20.0,7.01,earthquake
iscgem909442,1927-08-10 11:36:12.300000+00:00,1927-08-10,"61 km ENE of Sorong, Indonesia",Indonesia,Asia,-0.599,131.737,15.0,7.05,earthquake
iscgem909316,1927-06-03 07:12:07.640000+00:00,1927-06-03,"273 km WSW of Tual, Indonesia",Indonesia,Asia,-6.763,130.561,35.0,7.49,earthquake
iscgem909273,1927-05-22 22:32:50.180000+00:00,1927-05-22,"31 km SSW of Wuwei, China",China,Asia,37.666,102.493,15.0,7.7,earthquake
iscgem909124,1927-03-03 01:05:10.340000+00:00,1927-03-03,"199 km SSW of Katabu, Indonesia",Indonesia,Asia,-6.668,122.012,15.0,7.02,earthquake
iscgem909092,1927-02-16 01:35:26.130000+00:00,1927-02-16,Kuril Islands,Kuril Islands,Asia,46.551,153.581,15.0,7.03,earthquake
iscgem909067,1927-01-24 01:05:47.020000+00:00,1927-01-24,"84 km SW of Port-Vila, Vanuatu",Vanuatu,Oceania,-18.284,167.756,30.0,7.09,earthquake
iscgem910191,1926-10-26 03:44:45.620000+00:00,1926-10-26,"158 km WSW of Abepura, Indonesia",Indonesia,Asia,-2.885,139.239,35.0,7.56,earthquake
iscgem910139,1926-10-03 19:38:03.600000+00:00,1926-10-03,north of Macquarie Island,Macquarie Island,Australia,-50.291,159.493,10.0,7.47,earthquake
iscgem910107,1926-09-16 17:59:12.120000+00:00,1926-09-16,"33 km WNW of Malango, Solomon Islands",Solomon Islands,Oceania,-9.531,159.465,15.0,7.09,earthquake
iscgem910100,1926-09-10 10:34:28.090000+00:00,1926-09-10,"138 km SSE of Pundong, Indonesia",Indonesia,Asia,-9.169,110.63,35.0,7.1,earthquake
iscgem910072,1926-08-25 05:44:45.870000+00:00,1926-08-25,southeast of the Loyalty Islands,Loyalty Islands,Oceania,-23.098,172.219,20.0,7.04,earthquake
iscgem909810,1926-04-12 08:32:31.700000+00:00,1926-04-12,"34 km WNW of Kirakira, Solomon Islands",Solomon Islands,Oceania,-10.358,161.623,15.0,7.32,earthquake
iscgem909794,1926-03-27 10:48:38.630000+00:00,1926-03-27,"110 km SE of Gizo, Solomon Islands",Solomon Islands,Oceania,-8.894,157.462,15.0,7.1,earthquake
iscgem909737,1926-02-08 15:18:01.820000+00:00,1926-02-08,"113 km SSW of Puerto El Triunfo, El Salvador",El Salvador,North America,12.292,-88.801,20.0,7.13,earthquake
iscgem909720,1926-01-25 00:36:25.420000+00:00,1926-01-25,"62 km SW of Malango, Solomon Islands",Solomon Islands,Oceania,-10.059,159.281,15.0,7.48,earthquake
iscgem910734,1925-11-13 12:14:50.930000+00:00,1925-11-13,"23 km NNW of Bugko, Philippines",Philippines,Asia,12.734,124.719,20.0,7.24,earthquake
iscgem910733,1925-11-10 13:50:35.690000+00:00,1925-11-10,"60 km WNW of Sorong, Indonesia",Indonesia,Asia,-0.585,130.803,15.0,7.27,earthquake
iscgem910710,1925-10-13 17:40:38.120000+00:00,1925-10-13,northern Mid-Atlantic Ridge,Mid Atlantic Ridge,Europe,10.702,-42.279,10.0,7.11,earthquake
iscgem910653,1925-08-19 12:07:31.780000+00:00,1925-08-19,"Komandorskiye Ostrova, Russia region",Russia,Asia,55.291,167.198,15.0,7.02,earthquake
iscgem910532,1925-06-09 13:40:22.270000+00:00,1925-06-09,"61 km W of Angoram, Papua New Guinea",Papua New Guinea,Oceania,-4.121,143.515,25.0,7.04,earthquake
iscgem910473,1925-05-03 17:21:46.470000+00:00,1925-05-03,"129 km WNW of Ternate, Indonesia",Indonesia,Asia,1.223,126.303,15.0,7.13,earthquake
iscgem910450,1925-04-16 19:52:40.380000+00:00,1925-04-16,"43 km ESE of Hengchun, Taiwan",Taiwan,Asia,21.786,121.096,15.0,7.13,earthquake
iscgem910440,1925-04-11 10:42:07.580000+00:00,1925-04-11,South Indian Ocean,Indian Ocean,Indian Ocean,-34.565,58.728,10.0,7.04,earthquake
iscgem910423,1925-03-22 08:41:58.940000+00:00,1925-03-22,"113 km SSE of Port-Vila, Vanuatu",Vanuatu,Oceania,-18.735,168.57,35.0,7.18,earthquake
iscgem910330,1925-01-18 12:05:56.780000+00:00,1925-01-18,Kuril Islands,Kuril Islands,Asia,47.918,153.743,35.0,7.24,earthquake
iscgem911077,1924-08-30 03:04:59.860000+00:00,1924-08-30,"70 km E of Aras-asan, Philippines",Philippines,Asia,8.982,126.942,15.0,7.19,earthquake
iscgem911061,1924-08-14 18:02:40.250000+00:00,1924-08-14,"67 km ENE of Kashima-shi, Japan",Japan,Asia,36.199,141.34,15.0,7.13,earthquake
iscgem911040,1924-07-24 04:55:19.910000+00:00,1924-07-24,north of Macquarie Island,Macquarie Island,Australia,-49.382,159.224,15.0,7.14,earthquake
iscgemsup911023,1924-07-11 19:44:46.170000+00:00,1924-07-11,"southern Xinjiang, China",China,Asia,37.141,83.486,10.0,7.26,earthquake
iscgem911007,1924-07-03 04:40:12.660000+00:00,1924-07-03,"southern Xinjiang, China",China,Asia,36.981,84.186,10.0,7.32,earthquake
iscgem910998,1924-06-26 01:37:33.350000+00:00,1924-06-26,Macquarie Island region,Macquarie Island,Australia,-56.191,158.481,10.0,7.65,earthquake
iscgem910936,1924-05-04 16:51:50.180000+00:00,1924-05-04,Fiji region,Fiji,Oceania,-21.236,-178.738,535.0,7.1,earthquake
iscgem910911,1924-04-14 16:20:37.490000+00:00,1924-04-14,"6 km E of Tibanbang, Philippines",Philippines,Asia,6.625,126.167,15.0,8.12,earthquake
iscgem911721,1923-11-05 21:28:03.400000+00:00,1923-11-05,"101 km NE of Naze, Japan",Japan,Asia,28.926,130.311,35.0,7.18,earthquake
iscgem911676,1923-10-07 03:29:38.210000+00:00,1923-10-07,"193 km W of Sorong, Indonesia",Indonesia,Asia,-1.211,129.554,15.0,7.41,earthquake
iscgem911591,1923-09-02 02:46:41.720000+00:00,1923-09-02,"5 km E of Tateyama, Japan",Japan,Asia,34.985,139.928,15.0,7.85,earthquake
iscgem911526,1923-09-01 02:58:35.270000+00:00,1923-09-01,"5 km SSE of ?iso, Japan",Japan,Asia,35.274,139.344,15.0,7.96,earthquake
iscgem911446,1923-07-13 11:13:41.590000+00:00,1923-07-13,"22 km N of Nishinoomote, Japan",Japan,Asia,30.93,131.032,35.0,7.37,earthquake
iscgem911420,1923-06-22 06:44:39.800000+00:00,1923-06-22,"99 km E of Lashio, Myanmar",Myanmar,Asia,22.817,98.711,25.0,7.26,earthquake
iscgem911391,1923-06-01 17:24:46.570000+00:00,1923-06-01,"64 km ENE of Hasaki, Japan",Japan,Asia,35.936,141.501,15.0,7.22,earthquake
iscgem911301,1923-03-02 16:48:34.060000+00:00,1923-03-02,"5 km NW of Kadingilan, Philippines",Philippines,Asia,7.641,124.873,15.0,7.18,earthquake
iscgem911296,1923-02-24 07:34:44.620000+00:00,1923-02-24,"97 km SSE of Ust’-Kamchatsk Staryy, Russia",Russia,Asia,55.461,163.241,15.0,7.38,earthquake
iscgem911273,1923-02-03 18:42:58.520000+00:00,1923-02-03,"77 km ESE of Mil’kovo, Russia",Russia,Asia,54.354,159.656,15.0,7.3,earthquake
official19230203160150_30,1923-02-03 16:01:50+00:00,1923-02-03,"121 km ESE of Mil’kovo, Russia",Russia,Asia,54.486,160.472,15.0,8.4,earthquake
iscgem911270,1923-02-02 05:07:48.280000+00:00,1923-02-02,"163 km ENE of Petropavlovsk-Kamchatsky, Russia",Russia,Asia,53.739,160.813,35.0,7.27,earthquake
iscgem911261,1923-01-22 09:04:21.300000+00:00,1923-01-22,"66 km W of Ferndale, California",United States,North America,40.482,-125.034,15.0,7.12,earthquake
official19221111043251_30,1922-11-11 04:32:51+00:00,1922-11-11,"94 km ENE of Vallenar, Chile",Chile,South America,-28.293,-69.852,70.0,8.5,earthquake
iscgem912037,1922-10-11 14:49:57.440000+00:00,1922-10-11,"35 km N of El Cardo, Peru",Peru,South America,-16.287,-72.705,75.0,7.21,earthquake
iscgem911999,1922-09-01 19:16:07.420000+00:00,1922-09-01,"50 km SSE of Yilan, Taiwan",Taiwan,Asia,24.364,122.0,20.0,7.69,earthquake
iscgem911811,1922-01-31 13:17:31.440000+00:00,1922-01-31,"123 km W of Big Lagoon, California",United States,North America,41.189,-125.608,15.0,7.41,earthquake
iscgem911801,1922-01-17 03:50:28.100000+00:00,1922-01-17,"143 km ESE of San Antonio del Estrecho, Peru",Peru,South America,-2.853,-71.438,475.0,7.9,earthquake
iscgem912389,1921-12-18 15:29:27.130000+00:00,1921-12-18,"130 km W of Puerto Nariño, Colombia",Colombia,South America,-3.918,-71.52,540.0,7.3,earthquake
iscgem912367,1921-11-15 20:36:43.370000+00:00,1921-11-15,"71 km SSW of Jurm, Afghanistan",Afghanistan,Asia,36.236,70.674,240.0,7.8,earthquake
iscgem912362,1921-11-11 18:36:18.340000+00:00,1921-11-11,"62 km E of Baculin, Philippines",Philippines,Asia,7.452,127.151,15.0,7.44,earthquake
iscgem912341,1921-10-15 04:58:18.150000+00:00,1921-10-15,"143 km NNW of Sola, Vanuatu",Vanuatu,Oceania,-12.724,166.945,35.0,7.02,earthquake
iscgem912309,1921-09-11 04:01:45.060000+00:00,1921-09-11,"233 km S of Pundong, Indonesia",Indonesia,Asia,-10.046,110.653,15.0,7.58,earthquake
iscgem912192,1921-03-28 07:49:28.780000+00:00,1921-03-28,"7 km SW of El Viejo, Nicaragua",Nicaragua,North America,12.61,-87.216,65.0,7.2,earthquake
iscgem912172,1921-02-27 18:23:37.070000+00:00,1921-02-27,"103 km ESE of Neiafu, Tonga",Tonga,Oceania,-18.904,-173.037,15.0,7.39,earthquake
iscgem912158,1921-02-04 08:22:40.620000+00:00,1921-02-04,"32 km NE of Chajul, Guatemala",Guatemala,North America,15.662,-90.791,15.0,7.11,earthquake
iscgem912687,1920-12-16 12:05:52.400000+00:00,1920-12-16,"125 km E of Baiyin, China",China,Asia,36.358,105.554,15.0,7.94,earthquake
iscgem912683,1920-12-10 04:25:49.770000+00:00,1920-12-10,"50 km SSW of Carahue, Chile",Chile,South America,-39.102,-73.462,25.0,7.29,earthquake
iscgem912640,1920-10-18 08:11:40.660000+00:00,1920-10-18,"147 km E of Kuril’sk, Russia",Russia,Asia,45.39,149.741,60.0,7.08,earthquake
iscgem912618,1920-09-20 14:39:03.400000+00:00,1920-09-20,"97 km WSW of Isangel, Vanuatu",Vanuatu,Oceania,-19.982,168.478,25.0,8.09,earthquake
iscgem912573,1920-08-03 19:57:22.090000+00:00,1920-08-03,"32 km NW of Fiambalá, Argentina",Argentina,South America,-27.475,-67.867,15.0,7.03,earthquake
iscgem912519,1920-06-05 04:21:35.170000+00:00,1920-06-05,"47 km SE of Hualien City, Taiwan",Taiwan,Asia,23.688,121.954,20.0,8.23,earthquake
iscgem912419,1920-02-02 11:22:24.360000+00:00,1920-02-02,"74 km SSW of Kokopo, Papua New Guinea",Papua New Guinea,Oceania,-4.967,152.017,35.0,7.81,earthquake
iscgem913021,1919-12-20 20:37:34.180000+00:00,1919-12-20,"122 km ENE of Hengchun, Taiwan",Taiwan,Asia,22.529,121.787,20.0,7.4,earthquake
iscgem912783,1919-05-06 19:41:13.010000+00:00,1919-05-06,"183 km ESE of Kokopo, Papua New Guinea",Papua New Guinea,Oceania,-4.806,153.859,35.0,8.15,earthquake
iscgem912777,1919-05-03 00:52:03.320000+00:00,1919-05-03,"277 km SSE of Kushiro, Japan",Japan,Asia,40.655,145.626,15.0,7.71,earthquake
iscgem912773,1919-04-30 07:17:16.970000+00:00,1919-04-30,"166 km ENE of Neiafu, Tonga",Tonga,Oceania,-18.322,-172.442,25.0,8.1,earthquake
iscgem912761,1919-04-17 11:22:09.710000+00:00,1919-04-17,"Kermadec Islands, New Zealand",New Zealand,Oceania,-30.58,-177.991,35.0,7.18,earthquake
iscgem912735,1919-03-02 11:45:15.190000+00:00,1919-03-02,"13 km ENE of Trevelin, Argentina",Argentina,South America,-43.038,-71.306,15.0,7.18,earthquake
iscgem912734,1919-03-02 03:26:35.610000+00:00,1919-03-02,"Off the coast of Los Lagos, Chile",Chile,South America,-43.814,-78.294,15.0,7.28,earthquake
iscgem912700,1919-01-01 03:00:34.460000+00:00,1919-01-01,Fiji region,Fiji,Oceania,-19.318,-178.08,485.0,7.8,earthquake
iscgem912699,1919-01-01 01:33:50.260000+00:00,1919-01-01,"22 km ESE of Bobon, Philippines",Philippines,Asia,6.808,126.526,35.0,7.21,earthquake
iscgem913362,1918-12-04 11:47:51.310000+00:00,1918-12-04,"60 km W of Diego de Almagro, Chile",Chile,South America,-26.462,-70.65,40.0,8.01,earthquake
iscgem913359,1918-12-02 09:47:34.160000+00:00,1918-12-02,northern Mid-Atlantic Ridge,Mid Atlantic Ridge,Europe,11.466,-43.625,10.0,7.06,earthquake
iscgem913336,1918-11-08 04:38:09.680000+00:00,1918-11-08,east of the Kuril Islands,Kuril Islands,Asia,44.83,151.993,15.0,7.83,earthquake
iscgem913330,1918-10-27 17:06:40.110000+00:00,1918-10-27,"185 km NW of Kavieng, Papua New Guinea",Papua New Guinea,Oceania,-1.505,149.511,15.0,7.24,earthquake
iscgem913306,1918-10-11 14:14:41.660000+00:00,1918-10-11,"24 km NNW of San Antonio, Puerto Rico",Puerto Rico,North America,18.7,-67.189,15.0,7.1,earthquake
iscgem913260,1918-09-07 17:16:27.110000+00:00,1918-09-07,east of the Kuril Islands,Kuril Islands,Asia,44.998,152.32,15.0,8.1,earthquake
iscgem913230,1918-08-15 12:18:24.830000+00:00,1918-08-15,"75 km SSW of Malisbeng, Philippines",Philippines,Asia,5.538,123.994,20.0,8.3,earthquake
iscgem913196,1918-07-08 10:22:08.490000+00:00,1918-07-08,"24 km N of Kishorganj, Bangladesh",Bangladesh,Asia,24.656,90.801,15.0,7.14,earthquake
iscgem913192,1918-07-03 06:52:08.120000+00:00,1918-07-03,"50 km N of Wewak, Papua New Guinea",Papua New Guinea,Oceania,-3.094,143.573,15.0,7.58,earthquake
iscgem913151,1918-05-23 11:57:40.020000+00:00,1918-05-23,"41 km SSW of Heroica Guaymas, Mexico",Mexico,North America,27.58,-111.087,10.0,7.01,earthquake
iscgem913146,1918-05-20 14:36:06.500000+00:00,1918-05-20,central Mid-Atlantic Ridge,Mid Atlantic Ridge,Europe,7.409,-34.906,15.0,7.26,earthquake
iscgem913072,1918-02-13 06:07:16.520000+00:00,1918-02-13,"7 km S of Huanggang, China",China,Asia,23.609,117.004,15.0,7.37,earthquake
iscgem913745,1917-12-29 22:50:39.880000+00:00,1917-12-29,"31 km S of San Francisco Cozoaltepec, Mexico",Mexico,North America,15.533,-96.755,20.0,7.18,earthquake
iscgem913701,1917-11-16 03:19:35.760000+00:00,1917-11-16,"Kermadec Islands, New Zealand",New Zealand,Oceania,-29.849,-177.839,35.0,7.5,earthquake
iscgem913647,1917-08-31 11:36:24.560000+00:00,1917-08-31,"5 km SE of Castilla La Nueva, Colombia",Colombia,South America,3.792,-73.649,15.0,7.05,earthquake
iscgem913586,1917-07-29 21:52:31.640000+00:00,1917-07-29,"93 km SW of Aitape, Papua New Guinea",Papua New Guinea,Oceania,-3.705,141.729,35.0,7.45,earthquake
iscgem913585,1917-07-29 14:32:23.400000+00:00,1917-07-29,"169 km SE of Shizunai-furukawach?, Japan",Japan,Asia,41.208,143.747,15.0,7.11,earthquake
iscgem913557,1917-07-04 00:38:27.730000+00:00,1917-07-04,"120 km ENE of Hirara, Japan",Japan,Asia,25.157,126.432,35.0,7.32,earthquake
iscgem913548,1917-06-26 05:49:44.390000+00:00,1917-06-26,"120 km NNE of Hihifo, Tonga",Tonga,Oceania,-14.996,-173.27,15.0,8.0,earthquake
iscgem913517,1917-05-31 08:47:32.040000+00:00,1917-05-31,"54 km SE of Sand Point, Alaska",Alaska,North America,54.995,-159.883,35.0,7.4,earthquake
iscgem913497,1917-05-09 15:54:52.130000+00:00,1917-05-09,"261 km S of Merizo Village, Guam",Guam,Oceania,10.913,144.408,15.0,7.13,earthquake
iscgem913483,1917-05-01 18:26:20.360000+00:00,1917-05-01,Kermadec Islands region,Kermadec Islands,Oceania,-31.195,-176.653,15.0,8.2,earthquake
iscgem913414,1917-02-20 19:29:49.950000+00:00,1917-02-20,"84 km SW of Niquero, Cuba",Cuba,North America,19.496,-78.144,15.0,7.05,earthquake
iscgem913404,1917-01-30 02:45:40.780000+00:00,1917-01-30,"43 km E of Ust’-Kamchatsk Staryy, Russia",Russia,Asia,56.154,163.174,20.0,7.98,earthquake
iscgem913864,1916-10-31 15:31:01.100000+00:00,1916-10-31,"156 km SE of Severo-Kuril’sk, Russia",Russia,Asia,49.831,157.886,15.0,7.36,earthquake
iscgem913818,1916-06-21 21:32:42.110000+00:00,1916-06-21,"48 km NNW of Suncho Corral, Argentina",Argentina,South America,-27.509,-63.541,600.0,7.08,earthquake
